날짜,순위,제목,가수
2024-12-29,69,Strategy (feat. Megan Thee Stallion),TWICE (트와이스)
2024-12-29,70,gameboy,로제(ROSÉ)
2024-12-29,71,미안해 미워해 사랑해,Crush
2024-12-29,72,헤어지자 말해요,박재정
2024-12-29,73,Girls Never Die,tripleS (트리플에스)
2024-12-29,74,SPOT! (feat. JENNIE),지코 (ZICO)
2024-12-29,75,"무제(無題) (Untitled, 2014)",G-DRAGON
2024-12-29,76,사랑인가 봐,멜로망스(MeloMance)
2024-12-29,77,MEOW,MEOVV (미야오)
2024-12-29,78,Drama,aespa
2024-12-29,79,stay a little longer,로제(ROSÉ)
2024-12-29,80,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-12-29,81,Live My Life,aespa
2024-12-29,82,Super Shy,NewJeans
2024-12-29,83,After LIKE,IVE (아이브)
2024-12-29,84,청혼하지 않을 이유를 못 찾았어,이무진
2024-12-29,85,Spicy,aespa
2024-12-29,86,Gravity,FIFTY FIFTY
2024-12-29,87,우연 (우울한 우연),베이비복스(Baby V.O.X)
2024-12-29,88,3am,로제(ROSÉ)
2024-12-29,89,Boom Boom Bass,RIIZE
2024-12-29,90,two years,로제(ROSÉ)
2024-12-29,91,아직 거기 살아,DAY6 (데이식스)
2024-12-29,92,사랑은 늘 도망가,임영웅
2024-12-29,93,사랑을 억지로 할 수 없잖아,황치열
2024-12-29,94,그걸 사랑이라고 말하지마,다비치
2024-12-29,95,Dangerously,Charlie Puth(찰리 푸스)
2024-12-29,96,그녀가 웃었다,DAY6 (데이식스)
2024-12-29,97,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-12-29,98,LOVE DIVE,IVE (아이브)
2024-12-29,99,call it the end,로제(ROSÉ)
2024-12-29,100,그대가 내 안에 박혔다(그녀 ver.),지아
2024-12-30,1,toxic till the end,로제(ROSÉ)
2024-12-30,2,Whiplash,aespa
2024-12-30,3,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON
2024-12-30,4,APT.,로제(ROSÉ)
2024-12-30,5,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-12-30,6,나는 반딧불,황가람
2024-12-30,7,Drowning,WOODZ
2024-12-30,8,POWER,G-DRAGON
2024-12-30,9,number one girl,로제(ROSÉ)
2024-12-30,10,HAPPY,DAY6 (데이식스)
2024-12-30,11,Mantra,제니 (JENNIE)
2024-12-30,12,UP (KARINA Solo),aespa
2024-12-30,13,Supernova,aespa
2024-12-30,14,내 이름 맑음,QWER
2024-12-30,15,Welcome to the Show,DAY6 (데이식스)
2024-12-30,16,Igloo,KISS OF LIFE
2024-12-30,17,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-12-30,18,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-12-30,19,DRIP,BABYMONSTER
2024-12-30,20,고민중독,QWER
2024-12-30,21,Letter To Myself,태연 (TAEYEON)
2024-12-30,22,Supernatural,NewJeans
2024-12-30,23,소나기,이클립스 (ECLIPSE)
2024-12-30,24,Armageddon,aespa
2024-12-30,25,How Sweet,NewJeans
2024-12-30,26,녹아내려요,DAY6 (데이식스)
2024-12-30,27,Love wins all,아이유(IU)
2024-12-30,28,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-12-30,29,첫 눈,EXO
2024-12-30,30,Ditto,NewJeans
2024-12-30,31,천상연,이창섭
2024-12-30,32,에피소드,이무진
2024-12-30,33,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-12-30,34,예뻤어,DAY6 (데이식스)
2024-12-30,35,청춘만화,이무진
2024-12-30,36,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-12-30,37,슬픈 초대장,순순희 (지환)
2024-12-30,38,Magnetic,아일릿(ILLIT)
2024-12-30,39,밤양갱,비비(BIBI)
2024-12-30,40,Hype Boy,NewJeans
2024-12-30,41,Small girl (feat. 도경수(D.O.)),이영지
2024-12-30,42,Supersonic,프로미스나인
2024-12-30,43,I AM,IVE (아이브)
2024-12-30,44,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-12-30,45,Cherish (My Love),아일릿(ILLIT)
2024-12-30,46,Congratulations,DAY6 (데이식스)
2024-12-30,47,Bubble Gum,NewJeans
2024-12-30,48,너의 모든 순간,성시경
2024-12-30,49,Die With A Smile,Lady GaGa(레이디 가가)
2024-12-30,50,Sticky,KISS OF LIFE
2024-12-30,51,해야 (HEYA),IVE (아이브)
2024-12-30,52,Love me or Leave me,DAY6 (데이식스)
2024-12-30,53,drinks or coffee,로제(ROSÉ)
2024-12-30,54,Attention,NewJeans
2024-12-30,55,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-12-30,56,네모네모,YENA (최예나)
2024-12-30,57,To. X,태연 (TAEYEON)
2024-12-30,58,ETA,NewJeans
2024-12-30,59,Snowman,Sia(시아)
2024-12-30,60,Drama,aespa
2024-12-30,61,비의 랩소디,임재현
2024-12-30,62,인사,범진
2024-12-30,63,주저하는 연인들을 위해,잔나비
2024-12-30,64,헤어지자 말해요,박재정
2024-12-30,65,Santa Tell Me,Ariana Grande(아리아나 그란데)
2024-12-30,66,사건의 지평선,윤하(Younha/ユンナ)
2024-12-30,67,Girls Never Die,tripleS (트리플에스)
2024-12-30,68,클락션 (Klaxon),(여자)아이들
2024-12-30,69,숲,최유리
2024-12-30,70,MEOW,MEOVV (미야오)
2024-12-30,71,Strategy (feat. Megan Thee Stallion),TWICE (트와이스)
2024-12-30,72,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리)
2024-12-30,73,SPOT! (feat. JENNIE),지코 (ZICO)
2024-12-30,74,gameboy,로제(ROSÉ)
2024-12-30,75,Super Shy,NewJeans
2024-12-30,76,Live My Life,aespa
2024-12-30,77,미안해 미워해 사랑해,Crush
2024-12-30,78,stay a little longer,로제(ROSÉ)
2024-12-30,79,청혼하지 않을 이유를 못 찾았어,이무진
2024-12-30,80,Spicy,aespa
2024-12-30,81,사랑인가 봐,멜로망스(MeloMance)
2024-12-30,82,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-12-30,83,"무제(無題) (Untitled, 2014)",G-DRAGON
2024-12-30,84,After LIKE,IVE (아이브)
2024-12-30,85,Gravity,FIFTY FIFTY
2024-12-30,86,우연 (우울한 우연),베이비복스(Baby V.O.X)
2024-12-30,87,그걸 사랑이라고 말하지마,다비치
2024-12-30,88,3am,로제(ROSÉ)
2024-12-30,89,아직 거기 살아,DAY6 (데이식스)
2024-12-30,90,two years,로제(ROSÉ)
2024-12-30,91,그녀가 웃었다,DAY6 (데이식스)
2024-12-30,92,사랑은 늘 도망가,임영웅
2024-12-30,93,Boom Boom Bass,RIIZE
2024-12-30,94,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-12-30,95,이보다 더 좋을 수 있을까,비투비
2024-12-30,96,Dangerously,Charlie Puth(찰리 푸스)
2024-12-30,97,사랑을 억지로 할 수 없잖아,황치열
2024-12-30,98,LOVE DIVE,IVE (아이브)
2024-12-30,99,call it the end,로제(ROSÉ)
2024-12-30,100,HERO (From the Film “소방관”),박효신
2024-12-31,1,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-12-31,2,toxic till the end,로제(ROSÉ)
2024-12-31,3,Whiplash,aespa
2024-12-31,4,APT.,로제(ROSÉ)
2024-12-31,5,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON
2024-12-31,6,이루리,우주소녀
2024-12-31,7,나는 반딧불,황가람
2024-12-31,8,HAPPY,DAY6 (데이식스)
2024-12-31,9,Drowning,WOODZ
2024-12-31,10,POWER,G-DRAGON
2024-12-31,11,Mantra,제니 (JENNIE)
2024-12-31,12,number one girl,로제(ROSÉ)
2024-12-31,13,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-12-31,14,UP (KARINA Solo),aespa
2024-12-31,15,Supernova,aespa
2024-12-31,16,내 이름 맑음,QWER
2024-12-31,17,Welcome to the Show,DAY6 (데이식스)
2024-12-31,18,DRIP,BABYMONSTER
2024-12-31,19,Igloo,KISS OF LIFE
2024-12-31,20,고민중독,QWER
2024-12-31,21,Supernatural,NewJeans
2024-12-31,22,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-12-31,23,Letter To Myself,태연 (TAEYEON)
2024-12-31,24,How Sweet,NewJeans
2024-12-31,25,소나기,이클립스 (ECLIPSE)
2024-12-31,26,청춘만화,이무진
2024-12-31,27,Armageddon,aespa
2024-12-31,28,I AM,IVE (아이브)
2024-12-31,29,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-12-31,30,Ditto,NewJeans
2024-12-31,31,녹아내려요,DAY6 (데이식스)
2024-12-31,32,예뻤어,DAY6 (데이식스)
2024-12-31,33,Love wins all,아이유(IU)
2024-12-31,34,천상연,이창섭
2024-12-31,35,첫 눈,EXO
2024-12-31,36,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-12-31,37,행운을 빌어 줘,원필(DAY6)
2024-12-31,38,에피소드,이무진
2024-12-31,39,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-12-31,40,Magnetic,아일릿(ILLIT)
2024-12-31,41,Girls Never Die,tripleS (트리플에스)
2024-12-31,42,Live My Life,aespa
2024-12-31,43,Lucky Girl Syndrome,아일릿(ILLIT)
2024-12-31,44,밤양갱,비비(BIBI)
2024-12-31,45,슬픈 초대장,순순희 (지환)
2024-12-31,46,너의 모든 순간,성시경
2024-12-31,47,Hype Boy,NewJeans
2024-12-31,48,Small girl (feat. 도경수(D.O.)),이영지
2024-12-31,49,Supersonic,프로미스나인
2024-12-31,50,Die With A Smile,Lady GaGa(레이디 가가)
2024-12-31,51,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-12-31,52,Sticky,KISS OF LIFE
2024-12-31,53,Bubble Gum,NewJeans
2024-12-31,54,Congratulations,DAY6 (데이식스)
2024-12-31,55,Cherish (My Love),아일릿(ILLIT)
2024-12-31,56,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-12-31,57,해야 (HEYA),IVE (아이브)
2024-12-31,58,비의 랩소디,임재현
2024-12-31,59,Love me or Leave me,DAY6 (데이식스)
2024-12-31,60,To. X,태연 (TAEYEON)
2024-12-31,61,Attention,NewJeans
2024-12-31,62,drinks or coffee,로제(ROSÉ)
2024-12-31,63,ETA,NewJeans
2024-12-31,64,클락션 (Klaxon),(여자)아이들
2024-12-31,65,Snowman,Sia(시아)
2024-12-31,66,네모네모,YENA (최예나)
2024-12-31,67,인사,범진
2024-12-31,68,숲,최유리
2024-12-31,69,Drama,aespa
2024-12-31,70,Santa Tell Me,Ariana Grande(아리아나 그란데)
2024-12-31,71,헤어지자 말해요,박재정
2024-12-31,72,사건의 지평선,윤하(Younha/ユンナ)
2024-12-31,73,미안해 미워해 사랑해,Crush
2024-12-31,74,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리)
2024-12-31,75,주저하는 연인들을 위해,잔나비
2024-12-31,76,MEOW,MEOVV (미야오)
2024-12-31,77,SPOT! (feat. JENNIE),지코 (ZICO)
2024-12-31,78,사랑인가 봐,멜로망스(MeloMance)
2024-12-31,79,Strategy (feat. Megan Thee Stallion),TWICE (트와이스)
2024-12-31,80,Super Shy,NewJeans
2024-12-31,81,청혼하지 않을 이유를 못 찾았어,이무진
2024-12-31,82,Spicy,aespa
2024-12-31,83,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-12-31,84,gameboy,로제(ROSÉ)
2024-12-31,85,stay a little longer,로제(ROSÉ)
2024-12-31,86,"무제(無題) (Untitled, 2014)",G-DRAGON
2024-12-31,87,Gravity,FIFTY FIFTY
2024-12-31,88,After LIKE,IVE (아이브)
2024-12-31,89,사랑은 늘 도망가,임영웅
2024-12-31,90,Boom Boom Bass,RIIZE
2024-12-31,91,그걸 사랑이라고 말하지마,다비치
2024-12-31,92,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-12-31,93,Dangerously,Charlie Puth(찰리 푸스)
2024-12-31,94,3am,로제(ROSÉ)
2024-12-31,95,그녀가 웃었다,DAY6 (데이식스)
2024-12-31,96,아직 거기 살아,DAY6 (데이식스)
2024-12-31,97,two years,로제(ROSÉ)
2024-12-31,98,우연 (우울한 우연),베이비복스(Baby V.O.X)
2024-12-31,99,LOVE DIVE,IVE (아이브)
2024-12-31,100,call it the end,로제(ROSÉ)
2025-01-01,1,toxic till the end,로제(ROSÉ)
2025-01-01,2,Whiplash,aespa
2025-01-01,3,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON
2025-01-01,4,APT.,로제(ROSÉ)
2025-01-01,5,너와의 모든 지금,재쓰비 (JAESSBEE)
2025-01-01,6,나는 반딧불,황가람
2025-01-01,7,Drowning,WOODZ
2025-01-01,8,HAPPY,DAY6 (데이식스)
2025-01-01,9,POWER,G-DRAGON
2025-01-01,10,number one girl,로제(ROSÉ)
2025-01-01,11,Mantra,제니 (JENNIE)
2025-01-01,12,내 이름 맑음,QWER
2025-01-01,13,Supernova,aespa
2025-01-01,14,Welcome to the Show,DAY6 (데이식스)
2025-01-01,15,한 페이지가 될 수 있게,DAY6 (데이식스)
2025-01-01,16,UP (KARINA Solo),aespa
2025-01-01,17,DRIP,BABYMONSTER
2025-01-01,18,Igloo,KISS OF LIFE
2025-01-01,19,고민중독,QWER
2025-01-01,20,내게 사랑이 뭐냐고 물어본다면,로이킴
2025-01-01,21,Supernatural,NewJeans
2025-01-01,22,Letter To Myself,태연 (TAEYEON)
2025-01-01,23,How Sweet,NewJeans
2025-01-01,24,소나기,이클립스 (ECLIPSE)
2025-01-01,25,Armageddon,aespa
2025-01-01,26,청춘만화,이무진
2025-01-01,27,녹아내려요,DAY6 (데이식스)
2025-01-01,28,첫 만남은 계획대로 되지 않아,TWS (투어스)
2025-01-01,29,Love wins all,아이유(IU)
2025-01-01,30,나는 아픈 건 딱 질색이니까,(여자)아이들
2025-01-01,31,천상연,이창섭
2025-01-01,32,Ditto,NewJeans
2025-01-01,33,예뻤어,DAY6 (데이식스)
2025-01-01,34,첫 눈,EXO
2025-01-01,35,Magnetic,아일릿(ILLIT)
2025-01-01,36,에피소드,이무진
2025-01-01,37,I AM,IVE (아이브)
2025-01-01,38,Hype Boy,NewJeans
2025-01-01,39,시작의 아이,마크툽(MAKTUB)
2025-01-01,40,슬픈 초대장,순순희 (지환)
2025-01-01,41,이루리,우주소녀
2025-01-01,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2025-01-01,43,Supersonic,프로미스나인
2025-01-01,44,Die With A Smile,Lady GaGa(레이디 가가)
2025-01-01,45,밤양갱,비비(BIBI)
2025-01-01,46,Small girl (feat. 도경수(D.O.)),이영지
2025-01-01,47,Bubble Gum,NewJeans
2025-01-01,48,Congratulations,DAY6 (데이식스)
2025-01-01,49,Sticky,KISS OF LIFE
2025-01-01,50,drinks or coffee,로제(ROSÉ)
2025-01-01,51,Love me or Leave me,DAY6 (데이식스)
2025-01-01,52,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2025-01-01,53,To. X,태연 (TAEYEON)
2025-01-01,54,Cherish (My Love),아일릿(ILLIT)
2025-01-01,55,너의 모든 순간,성시경
2025-01-01,56,Girls Never Die,tripleS (트리플에스)
2025-01-01,57,해야 (HEYA),IVE (아이브)
2025-01-01,58,Live My Life,aespa
2025-01-01,59,네모네모,YENA (최예나)
2025-01-01,60,행운을 빌어 줘,원필(DAY6)
2025-01-01,61,ETA,NewJeans
2025-01-01,62,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2025-01-01,63,비의 랩소디,임재현
2025-01-01,64,Attention,NewJeans
2025-01-01,65,클락션 (Klaxon),(여자)아이들
2025-01-01,66,인사,범진
2025-01-01,67,숲,최유리
2025-01-01,68,주저하는 연인들을 위해,잔나비
2025-01-01,69,헤어지자 말해요,박재정
2025-01-01,70,사건의 지평선,윤하(Younha/ユンナ)
2025-01-01,71,Drama,aespa
2025-01-01,72,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2025-01-01,73,stay a little longer,로제(ROSÉ)
2025-01-01,74,SPOT! (feat. JENNIE),지코 (ZICO)
2025-01-01,75,사랑인가 봐,멜로망스(MeloMance)
2025-01-01,76,"무제(無題) (Untitled, 2014)",G-DRAGON
2025-01-01,77,Super Shy,NewJeans
2025-01-01,78,미안해 미워해 사랑해,Crush
2025-01-01,79,gameboy,로제(ROSÉ)
2025-01-01,80,Strategy (feat. Megan Thee Stallion),TWICE (트와이스)
2025-01-01,81,Snowman,Sia(시아)
2025-01-01,82,청혼하지 않을 이유를 못 찾았어,이무진
2025-01-01,83,MEOW,MEOVV (미야오)
2025-01-01,84,After LIKE,IVE (아이브)
2025-01-01,85,Gravity,FIFTY FIFTY
2025-01-01,86,사랑은 늘 도망가,임영웅
2025-01-01,87,Spicy,aespa
2025-01-01,88,Santa Tell Me,Ariana Grande(아리아나 그란데)
2025-01-01,89,Lucky Girl Syndrome,아일릿(ILLIT)
2025-01-01,90,Boom Boom Bass,RIIZE
2025-01-01,91,우연 (우울한 우연),베이비복스(Baby V.O.X)
2025-01-01,92,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리)
2025-01-01,93,3am,로제(ROSÉ)
2025-01-01,94,그녀가 웃었다,DAY6 (데이식스)
2025-01-01,95,그걸 사랑이라고 말하지마,다비치
2025-01-01,96,LOVE DIVE,IVE (아이브)
2025-01-01,97,Dangerously,Charlie Puth(찰리 푸스)
2025-01-01,98,Cruel Summer,Taylor Swift(테일러 스위프트)
2025-01-01,99,아직 거기 살아,DAY6 (데이식스)
2025-01-01,100,two years,로제(ROSÉ)
2025-01-02,1,toxic till the end,로제(ROSÉ)
2025-01-02,2,Whiplash,aespa
2025-01-02,3,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON
2025-01-02,4,APT.,로제(ROSÉ)
2025-01-02,5,너와의 모든 지금,재쓰비 (JAESSBEE)
2025-01-02,6,나는 반딧불,황가람
2025-01-02,7,Drowning,WOODZ
2025-01-02,8,HAPPY,DAY6 (데이식스)
2025-01-02,9,Mantra,제니 (JENNIE)
2025-01-02,10,number one girl,로제(ROSÉ)
2025-01-02,11,POWER,G-DRAGON
2025-01-02,12,Supernova,aespa
2025-01-02,13,UP (KARINA Solo),aespa
2025-01-02,14,DRIP,BABYMONSTER
2025-01-02,15,내 이름 맑음,QWER
2025-01-02,16,Welcome to the Show,DAY6 (데이식스)
2025-01-02,17,한 페이지가 될 수 있게,DAY6 (데이식스)
2025-01-02,18,Igloo,KISS OF LIFE
2025-01-02,19,고민중독,QWER
2025-01-02,20,Supernatural,NewJeans
2025-01-02,21,내게 사랑이 뭐냐고 물어본다면,로이킴
2025-01-02,22,How Sweet,NewJeans
2025-01-02,23,Letter To Myself,태연 (TAEYEON)
2025-01-02,24,소나기,이클립스 (ECLIPSE)
2025-01-02,25,Armageddon,aespa
2025-01-02,26,녹아내려요,DAY6 (데이식스)
2025-01-02,27,첫 만남은 계획대로 되지 않아,TWS (투어스)
2025-01-02,28,청춘만화,이무진
2025-01-02,29,나는 아픈 건 딱 질색이니까,(여자)아이들
2025-01-02,30,밤양갱,비비(BIBI)
2025-01-02,31,Love wins all,아이유(IU)
2025-01-02,32,Ditto,NewJeans
2025-01-02,33,천상연,이창섭
2025-01-02,34,예뻤어,DAY6 (데이식스)
2025-01-02,35,에피소드,이무진
2025-01-02,36,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2025-01-02,37,I AM,IVE (아이브)
2025-01-02,38,슬픈 초대장,순순희 (지환)
2025-01-02,39,Die With A Smile,Lady GaGa(레이디 가가)
2025-01-02,40,Supersonic,프로미스나인
2025-01-02,41,Hype Boy,NewJeans
2025-01-02,42,첫 눈,EXO
2025-01-02,43,Magnetic,아일릿(ILLIT)
2025-01-02,44,Bubble Gum,NewJeans
2025-01-02,45,Small girl (feat. 도경수(D.O.)),이영지
2025-01-02,46,해야 (HEYA),IVE (아이브)
2025-01-02,47,너의 모든 순간,성시경
2025-01-02,48,Cherish (My Love),아일릿(ILLIT)
2025-01-02,49,Congratulations,DAY6 (데이식스)
2025-01-02,50,Sticky,KISS OF LIFE
2025-01-02,51,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2025-01-02,52,내가 널 지켜줄게,폴킴(Paul Kim)
2025-01-02,53,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2025-01-02,54,Love me or Leave me,DAY6 (데이식스)
2025-01-02,55,네모네모,YENA (최예나)
2025-01-02,56,ETA,NewJeans
2025-01-02,57,Attention,NewJeans
2025-01-02,58,To. X,태연 (TAEYEON)
2025-01-02,59,시작의 아이,마크툽(MAKTUB)
2025-01-02,60,drinks or coffee,로제(ROSÉ)
2025-01-02,61,Girls Never Die,tripleS (트리플에스)
2025-01-02,62,Live My Life,aespa
2025-01-02,63,인사,범진
2025-01-02,64,Strategy (feat. Megan Thee Stallion),TWICE (트와이스)
2025-01-02,65,비의 랩소디,임재현
2025-01-02,66,Drama,aespa
2025-01-02,67,숲,최유리
2025-01-02,68,사랑인가 봐,멜로망스(MeloMance)
2025-01-02,69,주저하는 연인들을 위해,잔나비
2025-01-02,70,사건의 지평선,윤하(Younha/ユンナ)
2025-01-02,71,클락션 (Klaxon),(여자)아이들
2025-01-02,72,SPOT! (feat. JENNIE),지코 (ZICO)
2025-01-02,73,"무제(無題) (Untitled, 2014)",G-DRAGON
2025-01-02,74,헤어지자 말해요,박재정
2025-01-02,75,MEOW,MEOVV (미야오)
2025-01-02,76,gameboy,로제(ROSÉ)
2025-01-02,77,stay a little longer,로제(ROSÉ)
2025-01-02,78,미안해 미워해 사랑해,Crush
2025-01-02,79,청혼하지 않을 이유를 못 찾았어,이무진
2025-01-02,80,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2025-01-02,81,Spicy,aespa
2025-01-02,82,Super Shy,NewJeans
2025-01-02,83,After LIKE,IVE (아이브)
2025-01-02,84,Snowman,Sia(시아)
2025-01-02,85,Boom Boom Bass,RIIZE
2025-01-02,86,우연 (우울한 우연),베이비복스(Baby V.O.X)
2025-01-02,87,Gravity,FIFTY FIFTY
2025-01-02,88,사랑은 늘 도망가,임영웅
2025-01-02,89,그녀가 웃었다,DAY6 (데이식스)
2025-01-02,90,아직 거기 살아,DAY6 (데이식스)
2025-01-02,91,3am,로제(ROSÉ)
2025-01-02,92,그걸 사랑이라고 말하지마,다비치
2025-01-02,93,Cruel Summer,Taylor Swift(테일러 스위프트)
2025-01-02,94,LOVE DIVE,IVE (아이브)
2025-01-02,95,Santa Tell Me,Ariana Grande(아리아나 그란데)
2025-01-02,96,two years,로제(ROSÉ)
2025-01-02,97,Dangerously,Charlie Puth(찰리 푸스)
2025-01-02,98,살기 위해서,순순희
2025-01-02,99,행운을 빌어 줘,원필(DAY6)
2025-01-02,100,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리)
2025-01-03,1,toxic till the end,로제(ROSÉ)
2025-01-03,2,Whiplash,aespa
2025-01-03,3,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON
2025-01-03,4,APT.,로제(ROSÉ)
2025-01-03,5,너와의 모든 지금,재쓰비 (JAESSBEE)
2025-01-03,6,나는 반딧불,황가람
2025-01-03,7,Drowning,WOODZ
2025-01-03,8,HAPPY,DAY6 (데이식스)
2025-01-03,9,POWER,G-DRAGON
2025-01-03,10,Mantra,제니 (JENNIE)
2025-01-03,11,number one girl,로제(ROSÉ)
2025-01-03,12,UP (KARINA Solo),aespa
2025-01-03,13,Supernova,aespa
2025-01-03,14,DRIP,BABYMONSTER
2025-01-03,15,내 이름 맑음,QWER
2025-01-03,16,Welcome to the Show,DAY6 (데이식스)
2025-01-03,17,한 페이지가 될 수 있게,DAY6 (데이식스)
2025-01-03,18,고민중독,QWER
2025-01-03,19,Igloo,KISS OF LIFE
2025-01-03,20,내게 사랑이 뭐냐고 물어본다면,로이킴
2025-01-03,21,Supernatural,NewJeans
2025-01-03,22,How Sweet,NewJeans
2025-01-03,23,소나기,이클립스 (ECLIPSE)
2025-01-03,24,Letter To Myself,태연 (TAEYEON)
2025-01-03,25,Armageddon,aespa
2025-01-03,26,첫 만남은 계획대로 되지 않아,TWS (투어스)
2025-01-03,27,녹아내려요,DAY6 (데이식스)
2025-01-03,28,청춘만화,이무진
2025-01-03,29,천상연,이창섭
2025-01-03,30,Ditto,NewJeans
2025-01-03,31,나는 아픈 건 딱 질색이니까,(여자)아이들
2025-01-03,32,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2025-01-03,33,밤양갱,비비(BIBI)
2025-01-03,34,예뻤어,DAY6 (데이식스)
2025-01-03,35,Love wins all,아이유(IU)
2025-01-03,36,Magnetic,아일릿(ILLIT)
2025-01-03,37,에피소드,이무진
2025-01-03,38,Hype Boy,NewJeans
2025-01-03,39,슬픈 초대장,순순희 (지환)
2025-01-03,40,Supersonic,프로미스나인
2025-01-03,41,I AM,IVE (아이브)
2025-01-03,42,첫 눈,EXO
2025-01-03,43,Die With A Smile,Lady GaGa(레이디 가가)
2025-01-03,44,Small girl (feat. 도경수(D.O.)),이영지
2025-01-03,45,너의 모든 순간,성시경
2025-01-03,46,Bubble Gum,NewJeans
2025-01-03,47,Sticky,KISS OF LIFE
2025-01-03,48,Cherish (My Love),아일릿(ILLIT)
2025-01-03,49,Congratulations,DAY6 (데이식스)
2025-01-03,50,ETA,NewJeans
2025-01-03,51,해야 (HEYA),IVE (아이브)
2025-01-03,52,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2025-01-03,53,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2025-01-03,54,네모네모,YENA (최예나)
2025-01-03,55,인사,범진
2025-01-03,56,Attention,NewJeans
2025-01-03,57,Love me or Leave me,DAY6 (데이식스)
2025-01-03,58,To. X,태연 (TAEYEON)
2025-01-03,59,숲,최유리
2025-01-03,60,Live My Life,aespa
2025-01-03,61,비의 랩소디,임재현
2025-01-03,62,Girls Never Die,tripleS (트리플에스)
2025-01-03,63,drinks or coffee,로제(ROSÉ)
2025-01-03,64,SPOT! (feat. JENNIE),지코 (ZICO)
2025-01-03,65,미안해 미워해 사랑해,Crush
2025-01-03,66,"무제(無題) (Untitled, 2014)",G-DRAGON
2025-01-03,67,헤어지자 말해요,박재정
2025-01-03,68,주저하는 연인들을 위해,잔나비
2025-01-03,69,사건의 지평선,윤하(Younha/ユンナ)
2025-01-03,70,클락션 (Klaxon),(여자)아이들
2025-01-03,71,Drama,aespa
2025-01-03,72,Super Shy,NewJeans
2025-01-03,73,사랑인가 봐,멜로망스(MeloMance)
2025-01-03,74,청혼하지 않을 이유를 못 찾았어,이무진
2025-01-03,75,MEOW,MEOVV (미야오)
2025-01-03,76,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2025-01-03,77,Spicy,aespa
2025-01-03,78,stay a little longer,로제(ROSÉ)
2025-01-03,79,Snowman,Sia(시아)
2025-01-03,80,Strategy (feat. Megan Thee Stallion),TWICE (트와이스)
2025-01-03,81,After LIKE,IVE (아이브)
2025-01-03,82,우연 (우울한 우연),베이비복스(Baby V.O.X)
2025-01-03,83,Boom Boom Bass,RIIZE
2025-01-03,84,gameboy,로제(ROSÉ)
2025-01-03,85,Gravity,FIFTY FIFTY
2025-01-03,86,아직 거기 살아,DAY6 (데이식스)
2025-01-03,87,사랑은 늘 도망가,임영웅
