날짜,순위,제목,가수
2024-11-11,70,인사,범진
2024-11-11,71,Flying Kiss,NCT DREAM
2024-11-11,72,SPOT! (feat. JENNIE),지코 (ZICO)
2024-11-11,73,미안해 미워해 사랑해,Crush
2024-11-11,74,Drama,aespa
2024-11-11,75,Super Shy,NewJeans
2024-11-11,76,청혼하지 않을 이유를 못 찾았어,이무진
2024-11-11,77,Spicy,aespa
2024-11-11,78,사건의 지평선,윤하(Younha/ユンナ)
2024-11-11,79,Touch,KATSEYE
2024-11-11,80,After LIKE,IVE (아이브)
2024-11-11,81,Boom Boom Bass,RIIZE
2024-11-11,82,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-11-11,83,Daydream,엔하이픈 (ENHYPEN)
2024-11-11,84,사랑인가 봐,멜로망스(MeloMance)
2024-11-11,85,Die With A Smile,Lady GaGa(레이디 가가)
2024-11-11,86,LOVE DIVE,IVE (아이브)
2024-11-11,87,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-11-11,88,Blue Moon,엔플라잉(N.Flying)
2024-11-11,89,Girls Never Die,tripleS (트리플에스)
2024-11-11,90,Dangerously,Charlie Puth(찰리 푸스)
2024-11-11,91,오래된 노래,허각
2024-11-11,92,CRAZY,LE SSERAFIM (르세라핌)
2024-11-11,93,사랑은 늘 도망가,임영웅
2024-11-11,94,Cosmic,Red Velvet (레드벨벳)
2024-11-11,95,Check Pattern,성진 (DAY6)
2024-11-11,96,Get A Guitar,RIIZE
2024-11-11,97,태양물고기,윤하(Younha/ユンナ)
2024-11-11,98,i hate fruits,NCT DREAM
2024-11-11,99,Firefly,엔플라잉(N.Flying)
2024-11-11,100,Love Lee,AKMU(악뮤)
2024-11-12,1,Whiplash,aespa
2024-11-12,2,APT.,로제(ROSÉ)
2024-11-12,3,POWER,G-DRAGON
2024-11-12,4,Mantra,제니 (JENNIE)
2024-11-12,5,UP (KARINA Solo),aespa
2024-11-12,6,HAPPY,DAY6 (데이식스)
2024-11-12,7,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-11-12,8,Drowning,WOODZ
2024-11-12,9,When I'm With You,NCT DREAM
2024-11-12,10,내 이름 맑음,QWER
2024-11-12,11,Supernova,aespa
2024-11-12,12,Igloo,KISS OF LIFE
2024-11-12,13,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-11-12,14,Welcome to the Show,DAY6 (데이식스)
2024-11-12,15,Cherish (My Love),아일릿(ILLIT)
2024-11-12,16,No Doubt,엔하이픈 (ENHYPEN)
2024-11-12,17,녹아내려요,DAY6 (데이식스)
2024-11-12,18,고민중독,QWER
2024-11-12,19,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-11-12,20,네모네모,YENA (최예나)
2024-11-12,21,Supernatural,NewJeans
2024-11-12,22,How Sweet,NewJeans
2024-11-12,23,DRIP,BABYMONSTER
2024-11-12,24,청춘만화,이무진
2024-11-12,25,Supersonic,프로미스나인
2024-11-12,26,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-11-12,27,소나기,이클립스 (ECLIPSE)
2024-11-12,28,Armageddon,aespa
2024-11-12,29,Small girl (feat. 도경수(D.O.)),이영지
2024-11-12,30,예뻤어,DAY6 (데이식스)
2024-11-12,31,천상연,이창섭
2024-11-12,32,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-11-12,33,Love wins all,아이유(IU)
2024-11-12,34,에피소드,이무진
2024-11-12,35,Sticky,KISS OF LIFE
2024-11-12,36,나는 반딧불,황가람
2024-11-12,37,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-11-12,38,Magnetic,아일릿(ILLIT)
2024-11-12,39,MEOW,MEOVV (미야오)
2024-11-12,40,Gravity,FIFTY FIFTY
2024-11-12,41,Bubble Gum,NewJeans
2024-11-12,42,Congratulations,DAY6 (데이식스)
2024-11-12,43,Hype Boy,NewJeans
2024-11-12,44,Ditto,NewJeans
2024-11-12,45,SOS,FIFTY FIFTY
2024-11-12,46,클락션 (Klaxon),(여자)아이들
2024-11-12,47,해야 (HEYA),IVE (아이브)
2024-11-12,48,I AM,IVE (아이브)
2024-11-12,49,밤양갱,비비(BIBI)
2024-11-12,50,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-11-12,51,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-11-12,52,Love me or Leave me,DAY6 (데이식스)
2024-11-12,53,주저하는 연인들을 위해,잔나비
2024-11-12,54,숲,최유리
2024-11-12,55,"LOVE, MONEY, FAME (feat. DJ Khaled)",세븐틴(SEVENTEEN)
2024-11-12,56,비의 랩소디,임재현
2024-11-12,57,To. X,태연 (TAEYEON)
2024-11-12,58,슬픈 초대장,순순희 (지환)
2024-11-12,59,Attention,NewJeans
2024-11-12,60,너의 모든 순간,성시경
2024-11-12,61,별별별 (See that?),NMIXX
2024-11-12,62,그리운건 그대일까 그때일까 (A Sleepless Night),씨엔블루(CNBLUE)
2024-11-12,63,인사,범진
2024-11-12,64,ETA,NewJeans
2024-11-12,65,헤어지자 말해요,박재정
2024-11-12,66,Girls Never Die,tripleS (트리플에스)
2024-11-12,67,그녀가 웃었다,DAY6 (데이식스)
2024-11-12,68,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-11-12,69,Live My Life,aespa
2024-11-12,70,SPOT! (feat. JENNIE),지코 (ZICO)
2024-11-12,71,Drama,aespa
2024-11-12,72,청혼하지 않을 이유를 못 찾았어,이무진
2024-11-12,73,사건의 지평선,윤하(Younha/ユンナ)
2024-11-12,74,미안해 미워해 사랑해,Crush
2024-11-12,75,Super Shy,NewJeans
2024-11-12,76,Boom Boom Bass,RIIZE
2024-11-12,77,Spicy,aespa
2024-11-12,78,아직 거기 살아,DAY6 (데이식스)
2024-11-12,79,Die With A Smile,Lady GaGa(레이디 가가)
2024-11-12,80,After LIKE,IVE (아이브)
2024-11-12,81,사랑인가 봐,멜로망스(MeloMance)
2024-11-12,82,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-11-12,83,Dangerously,Charlie Puth(찰리 푸스)
2024-11-12,84,Touch,KATSEYE
2024-11-12,85,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-11-12,86,오래된 노래,허각
2024-11-12,87,Cosmic,Red Velvet (레드벨벳)
2024-11-12,88,Blue Moon,엔플라잉(N.Flying)
2024-11-12,89,LOVE DIVE,IVE (아이브)
2024-11-12,90,Get A Guitar,RIIZE
2024-11-12,91,Check Pattern,성진 (DAY6)
2024-11-12,92,사랑은 늘 도망가,임영웅
2024-11-12,93,태양물고기,윤하(Younha/ユンナ)
2024-11-12,94,CRAZY,LE SSERAFIM (르세라핌)
2024-11-12,95,Firefly,엔플라잉(N.Flying)
2024-11-12,96,Flying Kiss,NCT DREAM
2024-11-12,97,Love Lee,AKMU(악뮤)
2024-11-12,98,OMG,NewJeans
2024-11-12,99,New Jeans,NewJeans
2024-11-12,100,그랬나봐,유회승 (엔플라잉)
2024-11-13,1,Whiplash,aespa
2024-11-13,2,APT.,로제(ROSÉ)
2024-11-13,3,POWER,G-DRAGON
2024-11-13,4,Mantra,제니 (JENNIE)
2024-11-13,5,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-11-13,6,UP (KARINA Solo),aespa
2024-11-13,7,When I'm With You,NCT DREAM
2024-11-13,8,HAPPY,DAY6 (데이식스)
2024-11-13,9,Drowning,WOODZ
2024-11-13,10,내 이름 맑음,QWER
2024-11-13,11,Supernova,aespa
2024-11-13,12,Igloo,KISS OF LIFE
2024-11-13,13,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-11-13,14,Welcome to the Show,DAY6 (데이식스)
2024-11-13,15,Cherish (My Love),아일릿(ILLIT)
2024-11-13,16,고민중독,QWER
2024-11-13,17,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-11-13,18,녹아내려요,DAY6 (데이식스)
2024-11-13,19,DRIP,BABYMONSTER
2024-11-13,20,Supernatural,NewJeans
2024-11-13,21,네모네모,YENA (최예나)
2024-11-13,22,How Sweet,NewJeans
2024-11-13,23,No Doubt,엔하이픈 (ENHYPEN)
2024-11-13,24,Armageddon,aespa
2024-11-13,25,Supersonic,프로미스나인
2024-11-13,26,소나기,이클립스 (ECLIPSE)
2024-11-13,27,청춘만화,이무진
2024-11-13,28,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-11-13,29,예뻤어,DAY6 (데이식스)
2024-11-13,30,천상연,이창섭
2024-11-13,31,Small girl (feat. 도경수(D.O.)),이영지
2024-11-13,32,나는 반딧불,황가람
2024-11-13,33,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-11-13,34,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-11-13,35,Sticky,KISS OF LIFE
2024-11-13,36,에피소드,이무진
2024-11-13,37,Magnetic,아일릿(ILLIT)
2024-11-13,38,Love wins all,아이유(IU)
2024-11-13,39,Bubble Gum,NewJeans
2024-11-13,40,Congratulations,DAY6 (데이식스)
2024-11-13,41,MEOW,MEOVV (미야오)
2024-11-13,42,Ditto,NewJeans
2024-11-13,43,Love me or Leave me,DAY6 (데이식스)
2024-11-13,44,Gravity,FIFTY FIFTY
2024-11-13,45,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-11-13,46,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-11-13,47,Hype Boy,NewJeans
2024-11-13,48,밤양갱,비비(BIBI)
2024-11-13,49,SOS,FIFTY FIFTY
2024-11-13,50,I AM,IVE (아이브)
2024-11-13,51,클락션 (Klaxon),(여자)아이들
2024-11-13,52,해야 (HEYA),IVE (아이브)
2024-11-13,53,"LOVE, MONEY, FAME (feat. DJ Khaled)",세븐틴(SEVENTEEN)
2024-11-13,54,주저하는 연인들을 위해,잔나비
2024-11-13,55,너의 모든 순간,성시경
2024-11-13,56,비의 랩소디,임재현
2024-11-13,57,To. X,태연 (TAEYEON)
2024-11-13,58,숲,최유리
2024-11-13,59,슬픈 초대장,순순희 (지환)
2024-11-13,60,Attention,NewJeans
2024-11-13,61,ETA,NewJeans
2024-11-13,62,별별별 (See that?),NMIXX
2024-11-13,63,그녀가 웃었다,DAY6 (데이식스)
2024-11-13,64,그리운건 그대일까 그때일까 (A Sleepless Night),씨엔블루(CNBLUE)
2024-11-13,65,Girls Never Die,tripleS (트리플에스)
2024-11-13,66,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-11-13,67,인사,범진
2024-11-13,68,헤어지자 말해요,박재정
2024-11-13,69,SPOT! (feat. JENNIE),지코 (ZICO)
2024-11-13,70,Live My Life,aespa
2024-11-13,71,청혼하지 않을 이유를 못 찾았어,이무진
2024-11-13,72,Drama,aespa
2024-11-13,73,Spicy,aespa
2024-11-13,74,아직 거기 살아,DAY6 (데이식스)
2024-11-13,75,Super Shy,NewJeans
2024-11-13,76,미안해 미워해 사랑해,Crush
2024-11-13,77,사건의 지평선,윤하(Younha/ユンナ)
2024-11-13,78,이별에도 사랑이,이문세
2024-11-13,79,오래된 노래,허각
2024-11-13,80,사랑인가 봐,멜로망스(MeloMance)
2024-11-13,81,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-11-13,82,After LIKE,IVE (아이브)
2024-11-13,83,Boom Boom Bass,RIIZE
2024-11-13,84,Get A Guitar,RIIZE
2024-11-13,85,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-11-13,86,LOVE DIVE,IVE (아이브)
2024-11-13,87,Cosmic,Red Velvet (레드벨벳)
2024-11-13,88,Touch,KATSEYE
2024-11-13,89,Die With A Smile,Lady GaGa(레이디 가가)
2024-11-13,90,Dangerously,Charlie Puth(찰리 푸스)
2024-11-13,91,Blue Moon,엔플라잉(N.Flying)
2024-11-13,92,태양물고기,윤하(Younha/ユンナ)
2024-11-13,93,사랑은 늘 도망가,임영웅
2024-11-13,94,CRAZY,LE SSERAFIM (르세라핌)
2024-11-13,95,Check Pattern,성진 (DAY6)
2024-11-13,96,Firefly,엔플라잉(N.Flying)
2024-11-13,97,OMG,NewJeans
2024-11-13,98,Love Lee,AKMU(악뮤)
2024-11-13,99,Seven (feat. Latto) - Clean Ver.,정국
2024-11-13,100,New Jeans,NewJeans
2024-11-14,1,Whiplash,aespa
2024-11-14,2,APT.,로제(ROSÉ)
2024-11-14,3,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-11-14,4,Mantra,제니 (JENNIE)
2024-11-14,5,POWER,G-DRAGON
2024-11-14,6,When I'm With You,NCT DREAM
2024-11-14,7,UP (KARINA Solo),aespa
2024-11-14,8,HAPPY,DAY6 (데이식스)
2024-11-14,9,Drowning,WOODZ
2024-11-14,10,내 이름 맑음,QWER
2024-11-14,11,Igloo,KISS OF LIFE
2024-11-14,12,Supernova,aespa
2024-11-14,13,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-11-14,14,Welcome to the Show,DAY6 (데이식스)
2024-11-14,15,Cherish (My Love),아일릿(ILLIT)
2024-11-14,16,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-11-14,17,고민중독,QWER
2024-11-14,18,녹아내려요,DAY6 (데이식스)
2024-11-14,19,DRIP,BABYMONSTER
2024-11-14,20,Supernatural,NewJeans
2024-11-14,21,No Doubt,엔하이픈 (ENHYPEN)
2024-11-14,22,네모네모,YENA (최예나)
2024-11-14,23,How Sweet,NewJeans
2024-11-14,24,Armageddon,aespa
2024-11-14,25,소나기,이클립스 (ECLIPSE)
2024-11-14,26,Supersonic,프로미스나인
2024-11-14,27,청춘만화,이무진
2024-11-14,28,나였으면,HYNN(박혜원)
2024-11-14,29,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-11-14,30,포인트 니모,윤하(Younha/ユンナ)
2024-11-14,31,예뻤어,DAY6 (데이식스)
2024-11-14,32,Small girl (feat. 도경수(D.O.)),이영지
2024-11-14,33,나는 반딧불,황가람
2024-11-14,34,Sticky,KISS OF LIFE
2024-11-14,35,천상연,이창섭
2024-11-14,36,Magnetic,아일릿(ILLIT)
2024-11-14,37,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-11-14,38,Love wins all,아이유(IU)
2024-11-14,39,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-11-14,40,에피소드,이무진
2024-11-14,41,MEOW,MEOVV (미야오)
2024-11-14,42,Hype Boy,NewJeans
2024-11-14,43,Bubble Gum,NewJeans
2024-11-14,44,Congratulations,DAY6 (데이식스)
2024-11-14,45,Gravity,FIFTY FIFTY
2024-11-14,46,밤양갱,비비(BIBI)
2024-11-14,47,Ditto,NewJeans
2024-11-14,48,SOS,FIFTY FIFTY
2024-11-14,49,Love me or Leave me,DAY6 (데이식스)
2024-11-14,50,해야 (HEYA),IVE (아이브)
2024-11-14,51,I AM,IVE (아이브)
2024-11-14,52,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-11-14,53,클락션 (Klaxon),(여자)아이들
2024-11-14,54,"LOVE, MONEY, FAME (feat. DJ Khaled)",세븐틴(SEVENTEEN)
2024-11-14,55,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-11-14,56,비의 랩소디,임재현
2024-11-14,57,To. X,태연 (TAEYEON)
2024-11-14,58,주저하는 연인들을 위해,잔나비
2024-11-14,59,Attention,NewJeans
2024-11-14,60,너의 모든 순간,성시경
2024-11-14,61,숲,최유리
2024-11-14,62,ETA,NewJeans
2024-11-14,63,슬픈 초대장,순순희 (지환)
2024-11-14,64,Girls Never Die,tripleS (트리플에스)
2024-11-14,65,인사,범진
2024-11-14,66,그녀가 웃었다,DAY6 (데이식스)
2024-11-14,67,별별별 (See that?),NMIXX
2024-11-14,68,헤어지자 말해요,박재정
2024-11-14,69,그리운건 그대일까 그때일까 (A Sleepless Night),씨엔블루(CNBLUE)
2024-11-14,70,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-11-14,71,SPOT! (feat. JENNIE),지코 (ZICO)
2024-11-14,72,Super Shy,NewJeans
2024-11-14,73,Live My Life,aespa
2024-11-14,74,Spicy,aespa
2024-11-14,75,Drama,aespa
2024-11-14,76,사건의 지평선,윤하(Younha/ユンナ)
2024-11-14,77,미안해 미워해 사랑해,Crush
2024-11-14,78,아직 거기 살아,DAY6 (데이식스)
2024-11-14,79,사랑인가 봐,멜로망스(MeloMance)
2024-11-14,80,청혼하지 않을 이유를 못 찾았어,이무진
2024-11-14,81,Die With A Smile,Lady GaGa(레이디 가가)
2024-11-14,82,Boom Boom Bass,RIIZE
2024-11-14,83,LOVE DIVE,IVE (아이브)
2024-11-14,84,오래된 노래,허각
2024-11-14,85,Dangerously,Charlie Puth(찰리 푸스)
2024-11-14,86,After LIKE,IVE (아이브)
2024-11-14,87,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-11-14,88,사랑은 늘 도망가,임영웅
2024-11-14,89,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-11-14,90,태양물고기,윤하(Younha/ユンナ)
2024-11-14,91,Touch,KATSEYE
2024-11-14,92,Get A Guitar,RIIZE
2024-11-14,93,Blue Moon,엔플라잉(N.Flying)
2024-11-14,94,CRAZY,LE SSERAFIM (르세라핌)
2024-11-14,95,Cosmic,Red Velvet (레드벨벳)
2024-11-14,96,WORK,ATEEZ(에이티즈)
2024-11-14,97,OMG,NewJeans
2024-11-14,98,Firefly,엔플라잉(N.Flying)
2024-11-14,99,Check Pattern,성진 (DAY6)
2024-11-14,100,Love Lee,AKMU(악뮤)
2024-11-15,1,Whiplash,aespa
2024-11-15,2,APT.,로제(ROSÉ)
2024-11-15,3,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-11-15,4,Mantra,제니 (JENNIE)
2024-11-15,5,POWER,G-DRAGON
2024-11-15,6,UP (KARINA Solo),aespa
2024-11-15,7,Ice On My Teeth,ATEEZ(에이티즈)
2024-11-15,8,HAPPY,DAY6 (데이식스)
2024-11-15,9,Drowning,WOODZ
2024-11-15,10,내 이름 맑음,QWER
2024-11-15,11,Supernova,aespa
2024-11-15,12,Igloo,KISS OF LIFE
2024-11-15,13,When I'm With You,NCT DREAM
2024-11-15,14,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-11-15,15,Welcome to the Show,DAY6 (데이식스)
2024-11-15,16,Cherish (My Love),아일릿(ILLIT)
2024-11-15,17,고민중독,QWER
2024-11-15,18,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-11-15,19,녹아내려요,DAY6 (데이식스)
2024-11-15,20,DRIP,BABYMONSTER
2024-11-15,21,네모네모,YENA (최예나)
2024-11-15,22,Supernatural,NewJeans
2024-11-15,23,How Sweet,NewJeans
2024-11-15,24,소나기,이클립스 (ECLIPSE)
2024-11-15,25,Supersonic,프로미스나인
2024-11-15,26,Armageddon,aespa
2024-11-15,27,나는 반딧불,황가람
2024-11-15,28,청춘만화,이무진
2024-11-15,29,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-11-15,30,예뻤어,DAY6 (데이식스)
2024-11-15,31,No Doubt,엔하이픈 (ENHYPEN)
2024-11-15,32,DEEP DIVE,ATEEZ(에이티즈)
2024-11-15,33,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-11-15,34,에피소드,이무진
2024-11-15,35,천상연,이창섭
2024-11-15,36,Selfish Waltz,ATEEZ(에이티즈)
2024-11-15,37,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-11-15,38,나였으면,HYNN(박혜원)
2024-11-15,39,Love wins all,아이유(IU)
2024-11-15,40,Magnetic,아일릿(ILLIT)
2024-11-15,41,Sticky,KISS OF LIFE
2024-11-15,42,Small girl (feat. 도경수(D.O.)),이영지
2024-11-15,43,Man on Fire,ATEEZ(에이티즈)
2024-11-15,44,MEOW,MEOVV (미야오)
2024-11-15,45,Scene 1 : Value,ATEEZ(에이티즈)
2024-11-15,46,Enough,ATEEZ(에이티즈)
2024-11-15,47,Ditto,NewJeans
2024-11-15,48,Bubble Gum,NewJeans
2024-11-15,49,클락션 (Klaxon),(여자)아이들
2024-11-15,50,Congratulations,DAY6 (데이식스)
2024-11-15,51,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-11-15,52,Hype Boy,NewJeans
2024-11-15,53,밤양갱,비비(BIBI)
2024-11-15,54,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-11-15,55,Gravity,FIFTY FIFTY
2024-11-15,56,해야 (HEYA),IVE (아이브)
2024-11-15,57,SOS,FIFTY FIFTY
2024-11-15,58,슬픈 초대장,순순희 (지환)
2024-11-15,59,Love me or Leave me,DAY6 (데이식스)
2024-11-15,60,I AM,IVE (아이브)
2024-11-15,61,To. X,태연 (TAEYEON)
2024-11-15,62,포인트 니모,윤하(Younha/ユンナ)
2024-11-15,63,비의 랩소디,임재현
2024-11-15,64,주저하는 연인들을 위해,잔나비
2024-11-15,65,Attention,NewJeans
2024-11-15,66,A Day,종호(ATEEZ)
2024-11-15,67,숲,최유리
2024-11-15,68,너의 모든 순간,성시경
2024-11-15,69,별별별 (See that?),NMIXX
2024-11-15,70,"LOVE, MONEY, FAME (feat. DJ Khaled)",세븐틴(SEVENTEEN)
2024-11-15,71,ETA,NewJeans
2024-11-15,72,헤어지자 말해요,박재정
2024-11-15,73,인사,범진
2024-11-15,74,SPOT! (feat. JENNIE),지코 (ZICO)
2024-11-15,75,Girls Never Die,tripleS (트리플에스)
2024-11-15,76,청혼하지 않을 이유를 못 찾았어,이무진
2024-11-15,77,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-11-15,78,Live My Life,aespa
2024-11-15,79,Drama,aespa
2024-11-15,80,그녀가 웃었다,DAY6 (데이식스)
2024-11-15,81,사건의 지평선,윤하(Younha/ユンナ)
2024-11-15,82,Boom Boom Bass,RIIZE
2024-11-15,83,Spicy,aespa
2024-11-15,84,그리운건 그대일까 그때일까 (A Sleepless Night),씨엔블루(CNBLUE)
2024-11-15,85,Super Shy,NewJeans
2024-11-15,86,미안해 미워해 사랑해,Crush
2024-11-15,87,Dangerously,Charlie Puth(찰리 푸스)
2024-11-15,88,사랑인가 봐,멜로망스(MeloMance)
2024-11-15,89,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-11-15,90,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-11-15,91,아직 거기 살아,DAY6 (데이식스)
2024-11-15,92,오래된 노래,허각
2024-11-15,93,태양물고기,윤하(Younha/ユンナ)
2024-11-15,94,사랑은 늘 도망가,임영웅
2024-11-15,95,LOVE DIVE,IVE (아이브)
2024-11-15,96,Die With A Smile,Lady GaGa(레이디 가가)
2024-11-15,97,Cosmic,Red Velvet (레드벨벳)
2024-11-15,98,After LIKE,IVE (아이브)
2024-11-15,99,Touch,KATSEYE
2024-11-15,100,CRAZY,LE SSERAFIM (르세라핌)
2024-11-16,1,APT.,로제(ROSÉ)
2024-11-16,2,Whiplash,aespa
2024-11-16,3,Mantra,제니 (JENNIE)
2024-11-16,4,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-11-16,5,POWER,G-DRAGON
2024-11-16,6,UP (KARINA Solo),aespa
2024-11-16,7,HAPPY,DAY6 (데이식스)
2024-11-16,8,Drowning,WOODZ
2024-11-16,9,내 이름 맑음,QWER
2024-11-16,10,Ice On My Teeth,ATEEZ(에이티즈)
2024-11-16,11,Supernova,aespa
2024-11-16,12,Igloo,KISS OF LIFE
2024-11-16,13,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-11-16,14,Welcome to the Show,DAY6 (데이식스)
2024-11-16,15,멈추지 않아,PLAVE
2024-11-16,16,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-11-16,17,고민중독,QWER
2024-11-16,18,Cherish (My Love),아일릿(ILLIT)
2024-11-16,19,녹아내려요,DAY6 (데이식스)
2024-11-16,20,Supernatural,NewJeans
2024-11-16,21,How Sweet,NewJeans
2024-11-16,22,DRIP,BABYMONSTER
2024-11-16,23,네모네모,YENA (최예나)
2024-11-16,24,Armageddon,aespa
2024-11-16,25,Supersonic,프로미스나인
2024-11-16,26,소나기,이클립스 (ECLIPSE)
2024-11-16,27,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-11-16,28,나는 반딧불,황가람
2024-11-16,29,When I'm With You,NCT DREAM
2024-11-16,30,청춘만화,이무진
2024-11-16,31,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-11-16,32,예뻤어,DAY6 (데이식스)
2024-11-16,33,첫 만남은 계획대로 되지 않아,TWS (투어스)
